School_Name_ZhT;School_Name;City;State;lat;lng;Univ_Py;Country;Country_ZhT;Notes
;The University of Texas at Austin;Austin;Texas;30.3005;-97.7522;;United States;美國;
;The University of Texas at Dallas;Richardson;Texas;32.9716;-96.7093;;United States;美國;
;The University of Texas at El Paso;El Paso;Texas;31.8476;-106.43;;United States;美國;
;The University of Texas at San Antonio;San Antonio;Texas;29.4632;-98.5238;;United States;美國;
;The University of Texas at Tyler;Tyler;Texas;32.3184;-95.3062;;United States;美國;
;The University of Texas Health Science Center at Houston;Houston;Texas;29.786;-95.3885;;United States;美國;
;The University of Texas Health Science Center at San Antonio;San Antonio;Texas;29.4632;-98.5238;;United States;美國;
;The University of Texas Health Science Center at Tyler;Tyler;Texas;32.3184;-95.3062;;United States;美國;
;The University of Texas MD Anderson Cancer Center;Houston;Texas;29.786;-95.3885;;United States;美國;
;The University of Texas Medical Branch at Galveston;Galveston;Texas;29.2484;-94.8913;;United States;美國;
;The University of Texas Permian Basin;Odessa;Texas;31.8801;-102.3448;;United States;美國;
德克薩斯大學;The University of Texas System;Austin;Texas;30.3005;-97.7522;;United States;美國;
;The University of the Arts;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
;The University of Tulsa;Tulsa;Oklahoma;36.1283;-95.9042;;United States;美國;
;The University of Utah;Salt Lake City;Utah;40.7776;-111.9311;;United States;美國;
佛蒙特大學;The University of Vermont;Burlington;Vermont;44.4876;-73.2316;;United States;美國;University of Nevada (1906–1969) -  University of Nevada -  Reno (1969 - present)
;The University of Virginia's College at Wise;Wise;Virginia;36.9767;-82.5809;;United States;美國;
;The University of West Alabama;Livingston;Alabama;32.5982;-88.1891;;United States;美國;
;The University of West Los Angeles;Inglewood;California;33.9566;-118.3444;;United States;美國;
;The Wright Institute;Berkeley;California;37.8722;-122.276;;United States;美國;
;Thiel College;Greenville;North Carolina;35.5943;-77.376;;United States;美國;
;Thomas Aquinas College;Santa Paula;California;34.3545;-119.0656;;United States;美國;
;Thomas College;Waterville;Maine;44.5441;-69.6624;;United States;美國;
;Thomas Edison State University;Trenton;New Jersey;40.2237;-74.7641;;United States;美國;
;Thomas Jefferson School of Law;San Diego;California;32.8313;-117.1222;;United States;美國;
托馬斯傑斐遜大學;Thomas Jefferson University;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
;Thomas More College of Liberal Arts;Merrimack;New Hampshire;42.86509;-71.4934;;United States;美國;
;Thomas More University;Crestview Hills;Kentucky;39.0249;-84.5695;;United States;美國;
;Thomas University;Thomasville;Georgia;30.8394;-83.9782;;United States;美國;
;Tiffin University;Tiffin;Ohio;41.1165;-83.1805;;United States;美國;
;tiol Defense University;Fort Lesley J Mcir;District of Columbia;-77.0138012987798;38.8690043388092;;United States;美國;
;Toccoa Falls College;Toccoa Falls;Georgia;34.59371;-83.35822;;United States;美國;
;Tougaloo College;Tougaloo;Mississippi;32.39764;-90.15898;;United States;美國;
;Touro College;New York City;New York;40.6943;-73.9249;;United States;美國;
;Touro University California;Vallejo;California;38.1125;-122.2342;;United States;美國;
;Towson University;Towson;Maryland;39.3944;-76.619;;United States;美國;
;Transylvania University;Lexington;Kentucky;38.0423;-84.4587;;United States;美國;
;Trevecca Nazarene University;Nashville;Tennessee;36.1715;-86.7842;;United States;美國;
;Tri-State Bible College;South Point;Ohio;38.4214;-82.5784;;United States;美國;
;Tri-State College;Angola;Indiana;41.6433;-85.005;;United States;美國;Tri-State College (1906–1975) -  Tri-State University (1975–2008) -  Trine University (2008 - present) Tri-Stata College可能是拼写错误 - 应该是Tri-State。
;Trine University;Angola;Indiana;41.6433;-85.005;;United States;美國;
;Trinity Bible College;Ellendale;North Dakota;46.0043;-98.5254;;United States;美國;
;Trinity Christian College;Palos Heights;Illinois;41.6637;-87.7958;;United States;美國;
;Trinity College;Hartford;Connecticut;41.7661;-72.6834;;United States;美國;
;Trinity College of Florida;Trinity;Texas;30.9445;-95.3736;;United States;美國;
;Trinity College of Nursing & Health Sciences;Rock Island;Illinois;41.4699;-90.5827;;United States;美國;
;Trinity International University;Deerfield;Illinois;42.1654;-87.8516;;United States;美國;
;Trinity University;San Antonio;Texas;29.4632;-98.5238;;United States;美國;
;Trinity Washington University;Washington;District of Columbia;38.9047;-77.0163;;United States;美國;
;Trocaire College;Buffalo;New York;42.9018;-78.8487;;United States;美國;
;Troy University;Troy;Alabama;31.8021;-85.9664;;United States;美國;
;Truett McConnell University;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;
;Truman State University;Kirksville;Missouri;40.1986;-92.5752;;United States;美國;
塔夫脫大學;Tufts University;Medford;Massachusetts;42.4234;-71.1087;;United States;美國;
塔夫茨大學;Tufts University;Medford;Massachusetts;42.4234;-71.1087;;United States;美國;
新奧爾良城吐蘭大學;Tulane University;New Orleans;Louisiana;30.0687;-89.9288;;United States;美國;
杜蘭大學;Tulane University;New Orleans;Louisiana;30.0687;-89.9288;;United States;美國;
圖蘭大學;Tulane University of Louisiana;New Orleans;Louisiana;30.0687;-89.9288;;United States;美國;
;Tusculum University;Greeneville;Tennessee;36.168;-82.8197;;United States;美國;
;Tuskegee University;Tuskegee;Alabama;32.4409;-85.7131;;United States;美國;
美國陸軍指揮參謀大學;U.S. Army Command and Staff University;Fort Leavenworth;Kansas;39.35684;-94.91529;;United States;美國;
美國陸軍大學;U.S. Army University;Carlisle Barracks;Pennsylvania;40.2101;-77.173;;United States;美國;
美國關港戰術研究班;U.S. Customs Tactics Research Class;Harpers Ferry;West Virginia;39.3252;-77.741;;United States;美國;
;U.S. Naval Academy;Annapolis;Maryland;38.9706;-76.5047;;United States;美國;
;Uniformed Services University of the Health Sciences;Bethesda;Maryland;38.9866;-77.1188;;United States;美國;
;Union College;Barbourville;Kentucky;-83.8883515933723;36.8716480037936;;United States;美國;
;Union College;Lincoln;Nebraska;40.83278;-96.6864;;United States;美國;
聯合學院;Union College;Schenectady;New York;42.8025;-73.9275;;United States;美國;
;Union College;Schenectady;New York;42.8025;-73.9275;;United States;美國;
;Union Institute & University;Cincinnati;Ohio;39.1413;-84.506;;United States;美國;
;Union University;Jackson;Mississippi;32.3157;-90.2125;;United States;美國;
空軍機械學院;United States Air Force Academy;Colorado Springs;Colorado;38.8674;-104.7605;;United States;美國;
;United States Air Force Academy;Colorado Springs;Colorado;38.8674;-104.7605;;United States;美國;
;United States Coast Guard Academy;New London;Connecticut;41.3502;-72.1022;;United States;美國;
聯邦地質調查所;United States Geological Survey;Reston;Virginia;38.9497;-77.3461;;United States;美國;
;United States Merchant Marine Academy;Kings Point;New York;40.8161;-73.7405;;United States;美國;
;United States Military Academy;West Point;New York;41.3645;-74.0123;;United States;美國;
美國海軍學校;United States Naval Academy;Annapolis;Maryland;38.9706;-76.5047;;United States;美國;
美國海軍研究院;United States Naval Academy;Annapolis;Maryland;38.9706;-76.5047;;United States;美國;
墾務局;United States Reclamation Service/ Bureau of Reclamation;Washington;District of Columbia;38.9047;-77.0163;;United States;美國;
;United States Sports Academy;Daphne;Alabama;30.6263;-87.8816;;United States;美國;
;United States University;San Diego;California;32.8313;-117.1222;;United States;美國;
;Unity College;Unity;Maine;44.61118;-69.33449;;United States;美國;
;University at Albany;Albany;New York;42.6664;-73.7987;;United States;美國;
;University at Buffalo;Buffalo;New York;42.9018;-78.8487;;United States;美國;
布法羅大學;University at Buffalo，the State University of New York;Buffalo;New York;42.9018;-78.8487;;United States;美國;
;University of Advancing Technology;Tempe;Arizona;33.3881;-111.9319;;United States;美國;
;University of Akron;Akron;Ohio;41.0798;-81.5219;;United States;美國;
阿拉巴馬大學;University of Alabama;Tuscaloosa;Alabama;33.2348;-87.5268;;United States;美國;
;University of Alabama at Birmingham;Birmingham;Alabama;33.5279;-86.7971;;United States;美國;
;University of Alaska Anchorage;Anchorage;Alaska;61.1508;-149.1091;;United States;美國;
;University of Alaska Fairbanks;Fairbanks;Alaska;64.8353;-147.6533;;United States;美國;
;University of Alaska Southeast;Juneau;Alaska;58.4546;-134.1739;;United States;美國;
亞利桑那大學;University of Arizona;Tucson;Arizona;32.1541;-110.8787;;United States;美國;
;University of Arkansas;Fayetteville;Arkansas;36.0714;-94.1661;;United States;美國;
;University of Arkansas - Fort Smith;Fort Smith;Arkansas;35.3495;-94.3695;;United States;美國;
;University of Arkansas at Little Rock;Little Rock;Arkansas;34.7256;-92.3577;;United States;美國;
;University of Arkansas at Monticello;Monticello;Arkansas;33.6257;-91.7934;;United States;美國;
;University of Arkansas at Pine Bluff;Pine Bluff;Arkansas;34.2116;-92.0173;;United States;美國;
;University of Arkansas for Medical Sciences;Little Rock;Arkansas;34.7256;-92.3577;;United States;美國;
;University of Baltimore;Baltimore;Maryland;39.3051;-76.6144;;United States;美國;
;University of Bridgeport;Bridgeport;Connecticut;41.1918;-73.1954;;United States;美國;
;University of California;San Diego;California;32.8313;-117.1222;;United States;美國;
;University of California;Irvine;California;33.6772;-117.7738;;United States;美國;
;University of California;Riverside;California;33.9381;-117.3949;;United States;美國;
;University of California;Los Angeles;California;34.1141;-118.4068;;United States;美國;
;University of California;Santa Barbara;California;34.4285;-119.7202;;United States;美國;
;University of California;Santa Cruz;California;36.9789;-122.0346;;United States;美國;
;University of California;Merced;California;37.3057;-120.4779;;United States;美國;
;University of California;San Francisco;California;37.7558;-122.4449;;United States;美國;
加利福尼亞大學;University of California;Berkeley;California;37.8722;-122.276;;United States;美國;
加利福尼亞州立大學;University of California;Berkeley;California;37.8722;-122.276;;United States;美國;
加州大學;University of California;Berkeley;California;37.8722;-122.276;;United States;美國;
;University of California;Davis;California;38.5553;-121.737;;United States;美國;
加利福尼亞大學伯克萊分校;University of California (Berkeley);Berkeley;California;37.8722;-122.276;;United States;美國;
;University of California (Davis);Davis;California;38.5553;-121.737;;United States;美國;
加利福尼亞大學伯克萊分校;University of California Berkeley;Berkeley;California;37.8722;-122.276;;United States;美國;
加州大學伯克利分校;University of California Berkeley;Berkeley;California;37.8722;-122.276;;United States;美國;
加州大學伯克萊分校;University of California Berkeley;Berkeley;California;37.8722;-122.276;;United States;美國;
加州柏克萊大學;University of California Berkeley;Berkeley;California;37.8722;-122.276;;United States;美國;
柏克萊分校;University of California Berkeley;Berkeley;California;37.8722;-122.276;;United States;美國;
柏克萊加州大學;University of California Berkeley;Berkeley;California;37.8722;-122.276;;United States;美國;
加州大學神經病研究所;University of California Institute of Neurology;San Francisco;California;37.7558;-122.4449;;United States;美國;
加州大學舊金山分校;University of California, San Francisco;San Francisco;California;37.7558;-122.4449;;United States;美國;
;University of Central Arkansas;Conway;Arkansas;35.0753;-92.4692;;United States;美國;
;University of Central Florida;Orlando;Florida;28.4773;-81.337;;United States;美國;
;University of Central Missouri;Warrensburg;Missouri;38.7627;-93.726;;United States;美國;
;University of Central Oklahoma;Edmond;Oklahoma;35.6689;-97.416;;United States;美國;
芝加哥大學;University of Chicago;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
辛辛那提大學;University of Cincinnati;Cincinnati;Ohio;39.1413;-84.506;;United States;美國;
克利弗蘭大學;University of Cleveland;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;
科羅拉多大學;University of Colorado;Boulder;Colorado;40.0248;-105.2524;;United States;美國;
;University of Colorado Colorado Springs;Colorado Springs;Colorado;38.8674;-104.7605;;United States;美國;
;University of Colorado Denver;Denver;Colorado;39.762;-104.8758;;United States;美國;
康涅狄格大學;University of Connecticut;Storrs;Connecticut;41.8083;-72.2514;;United States;美國;
;University of Dallas;Irving;Texas;32.8583;-96.9702;;United States;美國;
;University of Dayton;Dayton;Ohio;39.7805;-84.2003;;United States;美國;
特拉華大學研究生院;University of Delaware;Newark;New Jersey;40.7245;-74.1725;;United States;美國;
丹佛大學;University of Denver;Denver;Colorado;39.762;-104.8758;;United States;美國;
底特律大學;University of Detroit Mercy;Detroit;Michigan;42.3834;-83.1024;;United States;美國;
迪比克大學;University of Dubuque;Dubuque;Iowa;42.5002;-90.707;;United States;美國;
第比大學;University of Dubuque;Dubuque;Iowa;42.5002;-90.707;;United States;美國;
;University of Evansville;Evansville;Indiana;37.9881;-87.5341;;United States;美國;
;University of Findlay;Findlay;Ohio;41.0469;-83.6379;;United States;美國;
佛羅裏達大學;University of Florida;Gainesville;Florida;29.6804;-82.3459;;United States;美國;
佐治亞大學;University of Georgia;Athens;Tennessee;35.4573;-84.6045;;United States;美國;
喬治亞大學;University of Georgia;Athens;Tennessee;35.4573;-84.6045;;United States;美國;
;University of Hartford;West Hartford;Connecticut;41.76204;-72.74204;;United States;美國;
夏威夷大學;University of Hawaii;Honolulu;Hawaii;21.3294;-157.846;;United States;美國;
;University of Hawaii at Hilo;Hilo;Hawaii;19.6883;-155.0863;;United States;美國;
;University of Hawaii at Manoa;Honolulu;Hawaii;21.3294;-157.846;;United States;美國;
;University of Hawaii-West Oahu;Kapolei;Hawaii;21.3399;-158.0677;;United States;美國;
;University of Health Sciences and Pharmacy in St. Louis;St. Louis;Missouri;38.6359;-90.2451;;United States;美國;
;University of Holy Cross;New Orleans;Louisiana;30.0687;-89.9288;;United States;美國;
休斯頓大學;University of Houston;Houston;Texas;29.786;-95.3885;;United States;美國;University of Houston–University Park (1983–1991) -   University of Houston (1991 - present)
;University of Houston-Clear Lake;Houston;Texas;29.786;-95.3885;;United States;美國;
;University of Houston-Downtown;Houston;Texas;29.786;-95.3885;;United States;美國;
;University of Houston-Victoria;Victoria;Texas;28.8287;-96.9849;;United States;美國;
;University of Idaho;Moscow;Idaho;46.7308;-116.9986;;United States;美國;
伊利諾大學;University of Illinois;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;University of Illinois at Chicago;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;University of Illinois at Springfield;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
;University of Illinois at Urbana-Champaign;Champaign;Illinois;40.1142;-88.2737;;United States;美國;
;University of Indianapolis;Indianapolis;Indiana;39.7771;-86.1458;;United States;美國;
依阿華大學;University of Iowa;Iowa City;Iowa;41.6559;-91.5303;;United States;美國;
愛荷華大學;University of Jamestown;Jamestown;North Dakota;46.9063;-98.6937;;United States;美國;
;University of Kansas;Lawrence;Kansas;38.9597;-95.2642;;United States;美國;
堪薩斯大學;University of Kansas Wichita;Wichita;Kansas;37.6895;-97.3443;;United States;美國;
肯塔基大學;University of Kentucky;Lexington;Kentucky;38.0423;-84.4587;;United States;美國;
堪薩斯偉其塔大學;University of La Verne;La Verne;California;34.1207;-117.7703;;United States;美國;
;University of Los Angeles;Los Angeles;California;34.1141;-118.4068;;United States;美國;
;University of Louisiana;Lafayette;Louisiana;30.2082;-92.0325;;United States;美國;
;University of Louisiana at Lafayette;Lafayette;Louisiana;30.2082;-92.0325;;United States;美國;
洛杉矶大學;University of Louisiana at Monroe;Monroe;Louisiana;32.5185;-92.0774;;United States;美國;
;University of Louisville;Louisville;Kentucky;38.1663;-85.6485;;United States;美國;
路易維爾大學;University of Lynchburg;Lynchburg;Virginia;37.4003;-79.1909;;United States;美國;
緬因大學;University of Maine;Orono;Maine;44.88312;-68.67198;;United States;美國;
;University of Maine at Augusta;Augusta;Georgia;33.3645;-82.0708;;United States;美國;
;University of Maine at Farmington;Farmington;Maine;44.67062;-70.15117;;United States;美國;
;University of Maine at Fort Kent;Fort Kent;Maine;47.25865;-68.58949;;United States;美國;
;University of Maine at Machias;Machias;Maine;44.71508;-67.46138;;United States;美國;
;University of Maine at Presque Isle;Presque Isle;Maine;46.6868;-67.9874;;United States;美國;
;University of Mary;Bismarck;North Dakota;46.8143;-100.7694;;United States;美國;
;University of Mary Hardin-Baylor;Belton;Texas;31.0525;-97.479;;United States;美國;
;University of Mary Washington;Fredericksburg;Virginia;38.2992;-77.4872;;United States;美國;
;University of Maryland;College Park;Maryland;38.996;-76.9337;;United States;美國;
馬裏蘭大學;University of Maryland;Baltimore;Maryland;39.3051;-76.6144;;United States;美國;
;University of Maryland Eastern Shore;Princess Anne;Maryland;38.2054;-75.697;;United States;美國;
;University of Massachusetts;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;
馬薩諸塞大學;University of Massachusetts;Amherst;Massachusetts;42.36723;-72.51852;;United States;美國;It's a  five-campus public university system -  and the system administration is in Boston and Shrewsbury
;University of Massachusetts Amherst;Amherst;Massachusetts;42.36723;-72.51852;;United States;美國;
;University of Massachusetts Dartmouth;North Dartmouth;Massachusetts;41.63899;-70.97032;;United States;美國;
;University of Massachusetts Global;Irvine;California;33.6772;-117.7738;;United States;美國;
;University of Massachusetts Lowell;Lowell;Massachusetts;42.6389;-71.3217;;United States;美國;
;University of Massachusetts Medical School;Worcester;Massachusetts;42.2705;-71.8079;;United States;美國;
邁阿密大學;University of Miami;Coral Gables;Florida;25.7037;-80.2715;;United States;美國;
密執安大學;University of Michigan;Ann Arbor;Michigan;42.2759;-83.731;;United States;美國;
密執安大學教育學院;University of Michigan;Ann Arbor;Michigan;42.2759;-83.731;;United States;美國;
密歇根大學;University of Michigan;Ann Arbor;Michigan;42.2759;-83.731;;United States;美國;
密西根大學;University of Michigan;Ann Arbor;Michigan;42.2759;-83.731;;United States;美國;
;University of Michigan-Dearborn;Dearborn;Michigan;42.3127;-83.213;;United States;美國;
;University of Michigan-Flint;Flint;Michigan;43.0236;-83.6921;;United States;美國;
明尼蘇達大學;University of Minnesota;Minneapolis;Minnesota;44.9635;-93.2678;;United States;美國;
;University of Minnesota-Twin Cities;Minneapolis;Minnesota;44.9635;-93.2678;;United States;美國;
密西西比大學;University of Mississipi;Oxford;Mississipi;-89.5385677070479;34.3649524709763;;United States;美國;
;University of Mississippi;University;Mississippi;34.3655;-89.5379;;United States;美國;
;University of Mississippi Medical Center;Jackson;Mississippi;32.3157;-90.2125;;United States;美國;
密蘇裏大學;University of Missouri;Columbia;South Carolina;34.0378;-80.9036;;United States;美國;
密蘇裏大學新聞學院;University of Missouri;Columbia;South Carolina;34.0378;-80.9036;;United States;美國;
密蘇裏大學烏諾那工學院;University of Missouri;Columbia;South Carolina;34.0378;-80.9036;;United States;美國;
密蘇裏大學羅拉分校;University of Missouri;Columbia;South Carolina;34.0378;-80.9036;;United States;美國;
;University of Missouri-Kansas City;Kansas City;Missouri;39.1238;-94.5541;;United States;美國;
;University of Missouri-St. Louis;St. Louis;Missouri;38.6359;-90.2451;;United States;美國;
;University of Mobile;Mobile;Alabama;30.6782;-88.1162;;United States;美國;
;University of Montevallo;Montevallo;Alabama;33.1246;-86.8477;;United States;美國;
;University of Mount Olive;Mount Olive;North Carolina;35.1997;-78.0662;;United States;美國;
;University of Mount Union;Alliance;Ohio;40.9107;-81.1189;;United States;美國;
內布拉斯加大學;University of Nebraska;Lincoln;Nebraska;40.8099;-96.6784;;United States;美國;
;University of Nebraska at Kearney;Kearney;Nebraska;40.7011;-99.0833;;United States;美國;
;University of Nebraska at Omaha;Omaha;Nebraska;41.2627;-96.0529;;United States;美國;
;University of Nebraska Medical Center;Omaha;Nebraska;41.2627;-96.0529;;United States;美國;
尼布拉斯卡大學;University of Nebraska Omaha;Omaha;Nebraska;41.2627;-96.0529;;United States;美國;
;University of Nebraska-Lincoln;Lincoln;Nebraska;40.8099;-96.6784;;United States;美國;
;University of Nevada;Las Vegas;Nevada;36.2333;-115.2654;;United States;美國;
內華達大學;University of Nevada;Reno;Nevada;39.5497;-119.8483;;United States;美國;University of Nevada (1906–1969) -  University of Nevada -  Reno (1969 - present)
;University of New England;Biddeford;Maine;43.4673;-70.4511;;United States;美國;
新罕布什爾大學;University of New Hampshire;Durham;New Hampshire;43.13397;-70.92645;;United States;美國;
;University of New Haven;West Haven;Connecticut;41.2739;-72.9672;;United States;美國;
新墨西哥大學;University of New Mexico;Albuquerque;New Mexico;35.1054;-106.6465;;United States;美國;
;University of New Orleans;New Orleans;Louisiana;30.0687;-89.9288;;United States;美國;
紐約茄彌時大學;University of New York;New York City;New York;40.6943;-73.9249;;United States;美國;
;University of North Alabama;Florence;Alabama;34.8303;-87.6655;;United States;美國;
北卡羅萊納大學;University of North Carolina;Chapel Hill;North Carolina;35.9271;-79.0391;;United States;美國;
;University of North Carolina at Asheville;Asheville;North Carolina;35.5707;-82.5537;;United States;美國;
;University of North Carolina at Chapel Hill;Chapel Hill;North Carolina;35.9271;-79.0391;;United States;美國;
;University of North Carolina at Charlotte;Charlotte;North Carolina;35.2083;-80.8303;;United States;美國;
;University of North Carolina at Greensboro;Greensboro;North Carolina;36.0956;-79.8271;;United States;美國;
;University of North Carolina at Pembroke;Pembroke;North Carolina;34.6766;-79.1935;;United States;美國;
;University of North Carolina School of the Arts;Winston-Salem;North Carolina;36.1029;-80.261;;United States;美國;
;University of North Carolina Wilmington;Wilmington;North Carolina;34.2099;-77.8866;;United States;美國;
北達科他大學;University of North Dakota;Grand Forks;North Dakota;47.9214;-97.0884;;United States;美國;
;University of North Florida;Jacksonville;North Carolina;34.7289;-77.3941;;United States;美國;
;University of North Georgia;Dahlonega;Georgia;34.5311;-83.9804;;United States;美國;
;University of North Texas;Denton;Texas;33.2175;-97.1418;;United States;美國;
;University of North Texas Health Science Center;Fort Worth;Texas;32.7817;-97.3474;;United States;美國;
;University of Northern Colorado;Greeley;Colorado;40.4152;-104.7706;;United States;美國;
;University of Northern Iowa;Cedar Falls;Iowa;42.5195;-92.4536;;United States;美國;
;University of Northwestern - St. Paul;Saint Paul;Minnesota;44.94441;-93.09327;;United States;美國;
;University of Northwestern Ohio;Lima;Ohio;40.741;-84.112;;United States;美國;
歐特丹大學;University of Notre Dame;Notre Dame;Indiana;41.7014;-86.2378;;United States;美國;
聖母大學;University of Notre Dame;Notre Dame;Indiana;41.7014;-86.2378;;United States;美國;
諾脫丹大學;University of Notre Dame;Notre Dame;Indiana;41.7014;-86.2378;;United States;美國;
俄克拉亥馬大學;University of Oklahoma;Norman;Oklahoma;35.2335;-97.3471;;United States;美國;
奧馬哈大學;University of Omaha;Omaha;Nebraska;41.2627;-96.0529;;United States;美國;
俄勒岡大學;University of Oregon;Eugene;Oregon;44.0564;-123.1174;;United States;美國;
奧立根大學;University of Oregon;Eugene;Oregon;44.0564;-123.1174;;United States;美國;
彭省大學;University of Pennsylvania;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
費城大學;University of Pennsylvania;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
賓夕法尼亞大學;University of Pennsylvania;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
賓州大學;University of Pennsylvania;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
賓州大學沃登商學院;University of Pennsylvania;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
;University of Pikeville;Pikeville;Kentucky;37.4806;-82.5262;;United States;美國;
匹茲堡大學;University of Pittsburgh;Pittsburgh;Pennsylvania;40.4397;-79.9763;;United States;美國;
;University of Portland;Portland;Oregon;45.5371;-122.65;;United States;美國;
;University of Providence;Great Falls;Montana;47.5022;-111.2996;;United States;美國;
;University of Puget Sound;Tacoma;Washington;47.2431;-122.4531;;United States;美國;
;University of Redlands;Redlands;California;34.0512;-117.1712;;United States;美國;
;University of Rhode Island;Kingston;Rhode Island;41.4738;-71.5236;;United States;美國;
裏士滿大學;University of Richmond;Richmond;Virginia;37.5295;-77.4756;;United States;美國;
;University of Rio Grande;Rio Grande;Ohio;38.8797;-82.3791;;United States;美國;
羅切斯特大學;University of Rochester;Rochester;New York;43.168;-77.6162;;United States;美國;
;University of Saint Francis;Fort Wayne;Indiana;41.0888;-85.1436;;United States;美國;
;University of Saint Joseph;West Hartford;Connecticut;41.76204;-72.74204;;United States;美國;
;University of Saint Mary;Leavenworth;Kansas;39.3239;-94.924;;United States;美國;
;University of San Diego;San Diego;California;32.8313;-117.1222;;United States;美國;
舊金山大學;University of San Francisco;San Francisco;California;37.7558;-122.4449;;United States;美國;
;University of Science and Arts of Oklahoma;Chickasha;Oklahoma;35.0409;-97.9474;;United States;美國;
斯克蘭頓大學;University of Scranton;Scranton;Pennsylvania;41.4044;-75.6649;;United States;美國;
;University of Silicon Valley;San Jose;California;37.3012;-121.848;;United States;美國;
;University of Sioux Falls;Sioux Falls;South Dakota;43.5396;-96.7311;;United States;美國;
;University of South Alabama;Mobile;Alabama;30.6782;-88.1162;;United States;美國;
南卡羅來納大學;University of South Carolina;Columbia;South Carolina;34.0378;-80.9036;;United States;美國;Indiana Technical College (1930–1963) -  Indiana Institute of Technology (1963 - present)
;University of South Carolina-Aiken;Aiken;South Carolina;33.5303;-81.7271;;United States;美國;
;University of South Carolina-Beaufort;Bluffton;Ohio;40.8912;-83.8887;;United States;美國;
;University of South Carolina-Upstate;Spartanburg;South Carolina;34.9442;-81.9251;;United States;美國;
;University of South Dakota;Vermillion;South Dakota;42.7811;-96.9256;;United States;美國;
;University of South Florida;Tampa;Florida;27.9945;-82.4447;;United States;美國;
;University of Southern California;Los Angeles;California;34.1141;-118.4068;;United States;美國;
南加州大學;University of Southern Indiana;Evansville;Indiana;37.9881;-87.5341;;United States;美國;
;University of Southern Maine;Portland;Oregon;45.5371;-122.65;;United States;美國;
;University of Southern Mississippi;Hattiesburg;Mississippi;31.3074;-89.317;;United States;美國;
;University of St. Augustine for Health Sciences;San Marcos;Texas;29.8734;-97.9356;;United States;美國;
;University of St. Francis;Joliet;Illinois;41.5188;-88.1499;;United States;美國;
聖托馬斯大學;University of St. Thomas;Saint Paul;Minnesota;44.94441;-93.09327;;United States;美國;
;University of St. Thomas;Houston;Texas;29.786;-95.3885;;United States;美國;
田納西大學;University of Tennessee;Knoxville;Tennessee;35.9692;-83.9496;;United States;美國;
得克薩斯大學;University of Texas;Austin;Texas;30.3005;-97.7522;;United States;美國;
得克薩斯大學奧斯汀分校;University of Texas at Austin;Austin;Texas;30.3005;-97.7522;;United States;美國;
;University of Texas Rio Grande Valley;Edinburg;Texas;26.3196;-98.1597;;United States;美國;
德克薩斯州布魯克醫學中心;University of Texas Southwestern Medical Center;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;University of the Cumberlands;Williamsburg;Kentucky;36.7393;-84.1647;;United States;美國;
;University of the District of Columbia;Washington;District of Columbia;38.9047;-77.0163;;United States;美國;
;University of the Incarnate Word;San Antonio;Texas;29.4632;-98.5238;;United States;美國;
;University of the Ozarks;Clarksville;Tennessee;36.5692;-87.3413;;United States;美國;
;University of the Pacific;Stockton;California;37.9765;-121.3109;;United States;美國;
太平洋大學;University of the Pacific;Sacramento;California;38.5677;-121.4685;;United States;美國;Monson Academy (1804 - 1971) -  then merged into Wilbraham & Monson Academy (1971 - present)
;University of the Potomac;Washington;District of Columbia;38.9047;-77.0163;;United States;美國;
太平洋大學;University of the Southwest;Hobbs;New Mexico;32.7281;-103.16;;United States;美國;
;University of the West;Rosemead;California;34.0689;-118.0823;;United States;美國;
托萊多大學;University of Toledo;Toledo;Ohio;41.6638;-83.5827;;United States;美國;Toledo University (1914–1967) -  University of Toledo (1967 - present)  这两个英文名字 - 都可以翻译成同一个中文名字。
猶他大學;University of Utah;Salt Lake City;Utah;40.7776;-111.9311;;United States;美國;
;University of Valley Forge;Phoenixville;Pennsylvania;40.1359;-75.5201;;United States;美國;
;University of Vermont;Burlington;Vermont;44.4876;-73.2316;;United States;美國;
;University of Virginia;Charlottesville;Virginia;38.0375;-78.4855;;United States;美國;
華盛頓大學;University of Washington;Seattle;Oregon;47.6211;-122.3244;;United States;美國;
華盛頓醫學院;University of Washington School of Medicine;Seattle;Washington;47.6211;-122.3244;;United States;美國;
;University of West Florida;Pensacola;Florida;30.4413;-87.1911;;United States;美國;
弗吉尼亞大學;University of West Georgia;Carrollton;Georgia/Texas;34.9719011514942;-84.9601709129576;;United States;美國;
;University of Western States;Portland;Oregon;45.5371;-122.65;;United States;美國;
