School_Name_ZhT;School_Name;City;State;lat;lng;Univ_Py;Country;Country_ZhT;Notes
;South Dakota Northwest Florida State College;Niceville;Florida;30.529;-86.4748;;United States;美國;
;South Dakota School of Mines and Technology;Rapid City;South Dakota;44.0716;-103.2204;;United States;美國;
;South Dakota State University;Brookings;South Dakota;44.3022;-96.7859;;United States;美國;
;South Georgia State College;Douglas;Georgia;31.5065;-82.8544;;United States;美國;
;South Texas College;McAllen;Texas;26.2252;-98.2467;;United States;美國;
;South Texas College of Law;Houston;Texas;29.786;-95.3885;;United States;美國;
;South University;Savannah;Georgia;32.0286;-81.1821;;United States;美國;
;Southeast Missouri State University;Cape Girardeau;Missouri;37.3109;-89.5597;;United States;美國;
;Southeastern Baptist College;Laurel;Mississippi;31.6956;-89.1449;;United States;美國;
;Southeastern Louisiana University;Hammond;Indiana;41.6168;-87.4909;;United States;美國;
;Southeastern Oklahoma State University;Durant;Oklahoma;33.9949;-96.3923;;United States;美國;
;Southeastern University;Lakeland;Florida;28.0557;-81.9545;;United States;美國;
;Southern Adventist University;Collegedale;Tennessee;35.0526;-85.0488;;United States;美國;
;Southern Arkansas University;Magnolia;Arkansas;33.2775;-93.2261;;United States;美國;
南方浸會神學院;Southern Baptist Theological Seminary;Louisville;Kentucky;38.1663;-85.6485;;United States;美國;这两个是同一个大学 - 不同的中文翻译。
;Southern California Institute of Architecture;Los Angeles;California;34.1141;-118.4068;;United States;美國;
;Southern College of Optometry;Memphis;Tennessee;35.1087;-89.9663;;United States;美國;
;Southern Connecticut State University;New Haven;Connecticut;41.3113;-72.9246;;United States;美國;
;Southern Illinois University;Carbondale;Illinois;37.7221;-89.2237;;United States;美國;
;Southern Illinois University;Edwardsville;Illinois;38.7922;-89.9874;;United States;美國;
;Southern Methodist University;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;Southern Nazarene University;Bethany;West Virginia;40.2053;-80.5629;;United States;美國;
;Southern New Hampshire University;Manchester;New Hampshire;42.9848;-71.4447;;United States;美國;
;Southern Oregon University;Ashland;Virginia;37.7597;-77.4716;;United States;美國;
;Southern University and A&M College;Baton Rouge;Louisiana;30.442;-91.1311;;United States;美國;
;Southern University at New Orleans;New Orleans;Louisiana;30.0687;-89.9288;;United States;美國;
;Southern University Law Center;Baton Rouge;Louisiana;30.442;-91.1311;;United States;美國;
;Southern Utah University;Cedar City;Utah;37.6834;-113.0956;;United States;美國;
;Southern Virginia University;Buena Vista;Virginia;37.7319;-79.3568;;United States;美國;
;Southern Wesleyan University;Central;South Carolina;34.7235;-82.7788;;United States;美國;
;Southwest Baptist University;Bolivar;Missouri;37.6059;-93.4175;;United States;美國;
;Southwest Minnesota State University;Marshall;Minnesota;44.4488;-95.7897;;United States;美國;
西南音樂研究院;Southwest Music Research Institute;San Antonio;Texas;29.4632;-98.5238;;United States;美國;
;Southwestern Adventist University;Keene;New Hampshire;42.9494;-72.2998;;United States;美國;
;Southwestern Assemblies of God University;Waxahachie;Texas;32.4035;-96.8446;;United States;美國;
西南浸會神學院;Southwestern Baptist Theological Seminary;Waco;Texas;31.5599;-97.1882;;United States;美國;
;Southwestern Christian University;Bethany;Oklahoma;35.5071;-97.6418;;United States;美國;
;Southwestern College;Chula Vista;California;32.6281;-117.0144;;United States;美國;
;Southwestern College;Santa Fe;California;37.84233;-122.27255;;United States;美國;
;Southwestern College;Winfield;Kansas;37.274;-96.95;;United States;美國;Southwestern College
;Southwestern Law School;Los Angeles;California;34.1141;-118.4068;;United States;美國;
;Southwestern Oklahoma State University;Weatherford;Oklahoma;35.538;-98.6853;;United States;美國;
西南大學;Southwestern University;Georgetown;Texas;30.666;-97.6966;;United States;美國;
;Spalding University;Louisville;Kentucky;38.1663;-85.6485;;United States;美國;
;Spelman College;Atlanta;Georgia;33.7628;-84.422;;United States;美國;
;Spring Arbor University;Spring Arbor;Michigan;42.2055;-84.5551;;United States;美國;
;Spring Hill College;Mobile;Alabama;30.6782;-88.1162;;United States;美國;
斯普林菲爾德學院;Springfield College;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
春田大學;Springfield College;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
春田學院;Springfield College;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
麻省春田學院;Springfield College of Massachusetts;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
麻省春田高中;Springfield High School;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
;St Andrews University;Laurinburg;North Carolina;34.7602;-79.4773;;United States;美國;
;St John's College;Annapolis;Maryland;38.9706;-76.5047;;United States;美國;
;St Petersburg College;Clearwater;Florida;27.979;-82.7623;;United States;美國;
;St. Ambrose University;Davenport;Iowa;41.5565;-90.6053;;United States;美國;
;St. Bonaventure University;St. Bonaventure;New York;42.0802;-78.4748;;United States;美國;
;St. Catherine University;Saint Paul;Minnesota;44.94441;-93.09327;;United States;美國;
;St. Cloud State University;St. Cloud;Minnesota;45.534;-94.1718;;United States;美國;
;St. Edward's University;Austin;Texas;30.3005;-97.7522;;United States;美國;
;St. Francis College;Brooklyn Heights;New York;40.69538;-73.99375;;United States;美國;
;St. John Fisher University;Rochester;New York;43.168;-77.6162;;United States;美國;
;St. John's University;Queens;New York;40.7498;-73.7976;;United States;美國;
;St. Johns River State College;Palatka;Florida;29.6493;-81.6705;;United States;美國;
;St. Joseph's College;Brooklyn;New York;40.6501;-73.9496;;United States;美國;
聖勞倫斯大學;St. Lawrence University;Canton;New York;44.59562;-75.16909;;United States;美國;
;St. Louis Christian College;Florissant;Missouri;38.7996;-90.3269;;United States;美國;
;St. Mary's College of Maryland;St. Mary's City;Maryland;-76.4702188894308;38.7464400303997;;United States;美國;
聖瑪麗大學;St. Mary's University;San Antonio;Texas;29.4632;-98.5238;;United States;美國;
;St. Norbert College;De Pere;Wisconsin;44.4308;-88.0785;;United States;美國;
;St. Olaf College;Northfield;Minnesota;44.455;-93.1698;;United States;美國;
聖特蕾莎學校;St. Teresa's Academy;Kansas City;Missouri;39.1238;-94.5541;;United States;美國;It's a secondary school for girls
;St. Thomas Aquinas College;Sparkill;New York;41.0289;-73.9333;;United States;美國;
;St. Thomas University;Miami Gardens;Florida;25.9433;-80.2426;;United States;美國;
斯坦福大學;Stanford University;Stanford;California;37.4252;-122.1674;;United States;美國;
;State College of Florida-Manatee-Sarasota;Bradenton;Florida;27.4901;-82.5757;;United States;美國;
紐約州立大學;State University of New York;New York City;New York;40.6943;-73.9249;;United States;美國;
;State University of New York at Fredonia;Fredonia;New York;42.4407;-79.3319;;United States;美國;
;State University of New York at New Paltz;New Paltz;New York;41.74759;-74.08681;;United States;美國;
;State University of New York at Oswego;Oswego;New York;43.4516;-76.5005;;United States;美國;
紐約州立大學石溪分校;State University of New York at Stony Brook;Stony Brook;New York;40.9061;-73.1278;;United States;美國;
;State University of New York College at Plattsburgh;Plattsburgh;New York;44.6951;-73.4563;;United States;美國;
;Stephen F. Austin State University;Nacogdoches;Texas;31.6134;-94.6528;;United States;美國;
;Stephens College;Columbia;South Carolina;34.0378;-80.9036;;United States;美國;
;Sterling College;Sterling;Kansas;38.2094;-98.2064;;United States;美國;
;Sterling College Vermont;Craftsbury Common;Vermont;44.65366;-72.38316;;United States;美國;
;Stetson University;DeLand;Florida;29.0225;-81.2875;;United States;美國;
史蒂文工學院;Steven Institute of Technology;Hoboken;New Jersey;40.7452;-74.0281;;United States;美國;
史蒂文斯理工學院;Stevens Institute of Technology;Hoboken;New Jersey;40.7452;-74.0281;;United States;美國;这两个是同一个大学 - 不同的中文翻译。
斯蒂文斯理工學院;Stevens Institute of Technology;Hoboken;New Jersey;40.7452;-74.0281;;United States;美國;
;Stevenson University;Stevenson;Maryland;39.41038;-76.71303;;United States;美國;
;Stillman College;Tuscaloosa;Alabama;33.2348;-87.5268;;United States;美國;
;Stockton University;Galloway;New Jersey;39.48788;-74.47598;;United States;美國;
;Stonehill College;Easton;Pennsylvania;40.6858;-75.2209;;United States;美國;
石溪大學;Stony Brook University;Stony Brook;New York;40.9061;-73.1278;;United States;美國;
;Strayer University;Washington;District of Columbia;38.9047;-77.0163;;United States;美國;
;Suffolk University;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;
;Sul Ross State University;Alpine;Texas;30.364;-103.665;;United States;美國;
;Sullivan University;Louisville;Kentucky;38.1663;-85.6485;;United States;美國;
;SUNY Canton;Canton;Ohio;40.8078;-81.3676;;United States;美國;
;SUNY Cobleskill;Cobleskill;New York;42.67785;-74.48542;;United States;美國;
;SUNY College at Old Westbury;Old Westbury;New York;40.7866;-73.5975;;United States;美國;
;SUNY College at Oneonta;Oneonta;New York;42.4551;-75.0666;;United States;美國;
;SUNY College of Environmental Science and Forestry;Syracuse;New York;43.0407;-76.1437;;United States;美國;
;SUNY College of Optometry;New York City;New York;40.6943;-73.9249;;United States;美國;
;SUNY Cortland;Cortland;New York;42.6004;-76.1784;;United States;美國;
;SUNY Downstate Medical Center;Brooklyn;New York;40.6501;-73.9496;;United States;美國;
;SUNY Empire State College;Saratoga Springs;New York;43.0674;-73.7775;;United States;美國;
;SUNY Geneseo;Geneseo;New York;42.7959;-77.81695;;United States;美國;
;SUNY Maritime College;Throggs Neck;New York;-73.7903083183364;41.1589129875166;;United States;美國;
;SUNY Polytechnic Institute;Utica;New York;43.0962;-75.2261;;United States;美國;
;SUNY Upstate Medical University;Syracuse;New York;43.0407;-76.1437;;United States;美國;
;Susquehanna University;Selinsgrove;Pennsylvania;40.8003;-76.8646;;United States;美國;
;Swarthmore College;Swarthmore;Pennsylvania;39.9023;-75.3488;;United States;美國;
斯威特布萊爾學院;Sweet Briar College;Sweet Briar;Virginia;37.55292;-79.06641;;United States;美國;Sweet Briar College
塞拉丘斯大學;Syracuse University;Syracuse;New York;43.0407;-76.1437;;United States;美國;与第235行是同一个大学 - 不同的中文翻译。
塞拉庫西大學;Syracuse University;Syracuse;New York;43.0407;-76.1437;;United States;美國;
紐約州賽拉丘斯大學;Syracuse University;Syracuse;New York;43.0407;-76.1437;;United States;美國;
紐約州雪城大學;Syracuse University;Syracuse;New York;43.0407;-76.1437;;United States;美國;
西拉求斯大學;Syracuse University;Syracuse;New York;43.0407;-76.1437;;United States;美國;
雪城大學;Syracuse University;Syracuse;New York;43.0407;-76.1437;;United States;美國;与第184行是同一个大学 - 不同的中文翻译。
;Tabor College;Hillsboro;Oregon;45.5273;-122.936;;United States;美國;
;Talladega College;Talladega;Alabama;33.4333;-86.0986;;United States;美國;
;Tarleton State University;Stephenville;Texas;32.2147;-98.2205;;United States;美國;
泰勒大學;Taylor University;Upland;Indiana;40.4639;-85.5008;;United States;美國;Taylor University
天普大學;Temple University;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
伊爾門電腦工程學院;Tennessee State University;Nashville;Tennessee;36.1715;-86.7842;;United States;美國;
田納西州立大學;Tennessee Tech University;Cookeville;Tennessee;36.1482;-85.5109;;United States;美國;
;Tennessee Wesleyan University;Athens;Tennessee;35.4573;-84.6045;;United States;美國;
德克薩斯州農業試驗站;Texas A&M AgriLife Research;College Station;Texas;30.5852;-96.2959;;United States;美國;
;Texas A&M International University;Laredo;Texas;27.5625;-99.4874;;United States;美國;
德克薩斯農工大學;Texas A&M University;College Station;Texas;30.5852;-96.2959;;United States;美國;
;Texas A&M University at Galveston;Galveston;Texas;29.2484;-94.8913;;United States;美國;
;Texas A&M University-Commerce;Commerce;Texas;33.2421;-95.8992;;United States;美國;
;Texas A&M University-Corpus Christi;Corpus Christi;Texas;27.7254;-97.3767;;United States;美國;
;Texas A&M University-Kingsville;Kingsville;Texas;27.5094;-97.861;;United States;美國;
;Texas A&M University-San Antonio;San Antonio;Texas;29.4632;-98.5238;;United States;美國;
;Texas A&M University-Texarkana;Texarkana;Texas;33.42513;-94.04769;;United States;美國;
;Texas Christian University;Fort Worth;Texas;32.7817;-97.3474;;United States;美國;
;Texas College;Tyler;Texas;32.3184;-95.3062;;United States;美國;
;Texas Lutheran University;Seguin;Texas;29.5891;-97.9676;;United States;美國;
;Texas Southern University;Houston;Texas;29.786;-95.3885;;United States;美國;
得克薩斯州立農工學院;Texas State A&M College;College Station;Texas;30.5852;-96.2959;;United States;美國;
德克薩斯州立大學;Texas State A&M College;College Station;Texas;30.5852;-96.2959;;United States;美國;
;Texas State University;San Marcos;Texas;29.8734;-97.9356;;United States;美國;
德克薩斯州立大學;Texas Tech University;Lubbock;Texas;33.5657;-101.8879;;United States;美國;
;Texas Tech University Health Sciences Center;Lubbock;Texas;33.5657;-101.8879;;United States;美國;
;Texas Wesleyan University;Fort Worth;Texas;32.7817;-97.3474;;United States;美國;
;Texas Woman's University;Denton;Texas;33.2175;-97.1418;;United States;美國;
